,Sentence,sentiment
5585,finnish softwar develop done solut oyj said net profit increas mln euro mln mln euro mln,Positive
5586,niina nenonen marimekko current director cloth bag accessori line take role,Neutral
5587,homeown across north america green experi share cost save clean heat,Positive
5588,pharmaceut market itali global research data servic publish recent market analysi pharmaceut market itali,Neutral
5589,transact support huhtamaki strateg review rigid plastic consum good oper say oyj ceo jukka moisio,Positive
5590,britain ftse steadi support dixon carphon,Positive
5591,adp news nov finnish print circuit board pcb maker aspocomp group oyj omx said today net loss narrow eur million usd first nine month eur,Negative
5592,finnish media group talentum issu profit warn,Positive
5593,train expect cross russian territori day reach vostochni port,Positive
5594,ftse drop pct glencor metal price fear,Negative
5595,acquisit part ramir strategi strengthen posit select locat,Positive
5596,hk ruokatalo target know consum,Neutral
5597,sbux get sold,Neutral
5598,strateg oper busi inform object report,Neutral
5599,acquisit panostaja oyj expand busi area specialis digit print,Positive
5600,via move compani aim annual save main part expect realiz year,Neutral
5601,net sale total eur million oper margin,Neutral
5602,howev growth margin slow due financi crisi,Negative
5603,start softwar capabl retriev data type comput keyboard keylogg complex mechan arriv scene phish pharm,Positive
5604,signific mileston benefon help us secur critic usp person navig product roadmap beyond comment simon button chief technolog offic benefon,Positive
5605,kone said court paper union action delay repair elev feder courthous saltonstal state offic build,Negative
5606,concept enabl commerci afford way manufactur tco coat glass solar industri,Neutral
5607,perform second half exceed expect,Neutral
5608,nice littl shape spi spx favour good day index see gap open,Positive
5609,squar metr plot stockmann bought nevski center shop center locat nevski prospect st petersburg high street next vosstaniya squar underground station immedi vicin moscow station,Positive
5610,amazon sell surveil camera infect malwar amzn amazon http http,Negative
5611,net sale drop eur million,Neutral
5612,august finnish media group oyj hel said today net profit fell year first half,Positive
5613,scheme teliasonera altimo practic ident except involv merger stake vimpelcom kyivstar,Neutral
5614,finnish textil cloth group marimekko oyj post net profit mln euro mln compar mln euro mln,Positive
5615,januari ephc board director approv increas quarterli dividend per share,Positive
5616,iwm rel weak pretti appar short boat get full one prefer boat closer empti,Negative
5617,second quarter firstquart growth net sale sinc third quarter said magnu rosen ramir ceo,Positive
5618,third quarter net sale increas eur mn oper profit eur mn,Positive
5619,net sale expect par first quarter,Neutral
5620,accord compani decis issu made summer earliest summer latest,Neutral
5621,l also acquir pct stake local sector compani salvor oy begin septemb,Neutral
5622,bot amzn weekli call,Neutral
5623,vaisala net profit third quarter drop mln euro mln mln euro mln period,Positive
5624,finnish suominen corpor make wipe nonwoven flexibl packag expect chang market situat reduc sale suominen nonwoven wet wipe previous estim volum,Positive
5625,estonian electron compon factori elcoteq run materi closur air traffic,Neutral
5626,bbri readi take,Positive
5627,nine bank includ barclay citi agre pay billion settl forex,Positive
5628,result transact aggreg hold burril life scienc capit fund decreas per cent total number share vote compani,Positive
5629,dilut earn per share ep declin eur eur,Positive
5630,begin subscript period may share subscript price b option right eur per share,Positive
5631,sale savcor group ltd compris savcor art corpor function invest cencorp corpor,Neutral
5632,amazon groceri deal morrison begin,Neutral
5633,accord finnish fim bank alpro price would around eur,Neutral
5634,net sale decreas eur mn eur mn correspond period,Neutral
5635,teva fda approv gener version astrazeneca heartburn drug,Positive
5636,event follow via orion finnish homepag well via kauppalehti live web servic,Positive
5637,lithuanian beer market made million liter januari rise percent figur lithuanian brewer associ report cite result member,Neutral
5638,cost cut measur produc around save past nine month dampen airlin loss finnair said,Negative
5639,iaci http look good weekli chart,Positive
5640,vike line head jan kaarstroem told tt compani ferri well equip handl ice passeng safe,Positive
5641,finnish invest group panostaja oyj said net profit went mln euro mln fiscal end octob mln euro mln period fiscal,Positive
5642,astrazeneca daiichi sankyo jointli commercialis movantik us,Neutral
5643,ferri run troubl outsid stockholm archipelago made island,Negative
5644,appoint kaupth bank aim capit market activ within group improv overal servic client,Positive
5645,spi tomorrow parti time bear goog msft,Positive
5646,oper profit exclud item decreas eur mn eur mn repres net sale,Positive
5647,bank provid mortgag loan buy apart complex per annum rubl,Neutral
5648,last year million passeng flew airlin percent,Neutral
5649,featur user interfac model also come quarter vga display megabyt intern memori expand micro secur digit slot,Positive
5650,seller includ sharehold includ intellibi manag employe investor,Neutral
5651,insur anticip share nordea net profit signific,Positive
5652,adp news feb finnish print circuit board pcb maker aspocomp group oyj hel said today swung net profit eur usd versu net loss eur million,Positive
5653,compani report today oper loss net sale first quarter,Negative
5654,oper profit total eur eur,Positive
5655,capitex kalmar continu respons mainten technic develop servic,Positive
5656,director sharehold alik ask practic allow continu,Neutral
5657,ceo bpm ubi meet itali econ minist talk heat,Neutral
5658,tekla organ inform meet analyst media wtc helsinki marski meet room aleksanterinkatu day light lunch serv,Neutral
5659,busi organis februari way product design servic combin one entiti etteplan oper,Neutral
5660,follow increas huhtamaki oyj regist share capit eur number share outstand,Positive
5661,gener oper loss eur mn profit eur mn,Positive
5662,first half bank oper profit fell eur mn eur mn net interest incom increas eur mn eur mn first half,Positive
5663,elcoteq revenu approxim eur million,Neutral
5664,march finnish electron contract manufactur scanfil oyj hel said today plan merg wholli own scanfil em group oy hit snag sharehold domest rival reject deal,Negative
5665,nevertheless market share rose percent percent year earlier,Positive
5666,design team long admir marimekko vivid pattern color,Positive
5667,ftse fall low greek debt concern easyjet skid,Negative
5668,market share widen percent percent year earlier,Positive
5669,negoti result reduct peopl regular employ around half cover pension arrang,Neutral
5670,updat boost respiratori unit mln takeda deal,Positive
5671,net sale fell third quarter eur mn,Neutral
5672,test part larger campaign includ variou custom trial demonstr make lte mhz commerci viabl summer nokia siemen head lte busi line reino tammela said,Neutral
5673,goldman sach barclay hsbc downplay brexit threat,Negative
5674,oper profit item eur mn first nine month compar eur correspond period,Positive
5675,trend underpin uk sale growth kingfish,Positive
5676,food sale total eur mn octob repres decreas octob,Neutral
5677,marubeni particip ghg green hous ga emiss reduct project oversea obtain emiss credit project provid japanes client,Positive
